Time,Value
138,-26.70168579
138.1,-26.86825991
138.2,-27.03734636
138.3,-27.2018373
138.4,-27.36873329
138.5,-27.53366232
138.6,-27.70263255
138.7,-27.86757946
138.8,-28.03140879
138.9,-28.19595337
139,-28.3601135
139.1,-28.52396071
139.2,-28.68873775
139.3,-28.85300517
139.4,-29.01489437
139.5,-29.17627394
139.6,-29.34001386
139.7,-29.50155437
139.8,-29.66217399
139.9,-29.82360721
140,-29.98495102
140.1,-30.1467061
140.2,-30.30823767
140.3,-30.46877682
140.4,-30.62908351
140.5,-30.78682423
140.6,-30.94517291
140.7,-31.10530972
140.8,-31.26457036
140.9,-31.42316043
141,-31.57982826
141.1,-31.73663914
141.2,-31.89363778
141.3,-32.05294311
141.4,-32.20849335
141.5,-32.36444592
141.6,-32.51883388
141.7,-32.6756537
141.8,-32.83060491
141.9,-32.98676312
142,-33.13798606
142.1,-33.29262435
142.2,-33.4459126
142.3,-33.59966576
142.4,-33.75316858
142.5,-33.90694857
142.6,-34.05818045
142.7,-34.20886695
142.8,-34.36253071
142.9,-34.5136553
143,-34.66314375
143.1,-34.81343687
143.2,-34.96265709
143.3,-35.11142135
143.4,-35.26310027
143.5,-35.41211486
143.6,-35.5601728
143.7,-35.70745289
143.8,-35.85680723
143.9,-36.00388169
144,-36.15019619
144.1,-36.29751205
144.2,-36.4436388
144.3,-36.59041822
144.4,-36.73601747
144.5,-36.88073158
144.6,-37.02383637
144.7,-37.16748655
144.8,-37.31039464
144.9,-37.45436668
145,-37.59917021
145.1,-37.74128258
145.2,-37.8824383
145.3,-38.02526593
145.4,-38.16853166
145.5,-38.30871284
145.6,-38.45033348
145.7,-38.58903944
145.8,-38.72793317
145.9,-38.86912465
146,-39.01045024
146.1,-39.1480118
146.2,-39.28516209
146.3,-39.42317069
146.4,-39.56100047
146.5,-39.69795406
146.6,-39.83359337
146.7,-39.96995687
146.8,-40.1053369
146.9,-40.24093151
147,-40.37624002
147.1,-40.51140547
147.2,-40.64486325
147.3,-40.77779353
147.4,-40.91030359
147.5,-41.0435468
147.6,-41.17776453
147.7,-41.30969346
147.8,-41.44014716
147.9,-41.5707171
148,-41.7014569
148.1,-41.83350205
148.2,-41.9626683
148.3,-42.09330082
148.4,-42.22015142
148.5,-42.34988987
148.6,-42.47717857
148.7,-42.60630012
148.8,-42.7326411
148.9,-42.8592056
149,-42.98595786
149.1,-43.11122596
149.2,-43.23711991
149.3,-43.36175323
149.4,-43.48517954
149.5,-43.61027777
149.6,-43.73475909
149.7,-43.85815859
149.8,-43.97868812
149.9,-44.10012066
150,-44.2217499
150.1,-44.34362948
150.2,-44.46589351
150.3,-44.5856452
150.4,-44.70642507
150.5,-44.82443333
150.6,-44.94390786
150.7,-45.06287277
150.8,-45.18175721
150.9,-45.30006051
151,-45.41443884
151.1,-45.53074837
151.2,-45.64860463
151.3,-45.76467276
151.4,-45.88010609
151.5,-45.99438608
151.6,-46.11057043
151.7,-46.22310698
151.8,-46.33851349
151.9,-46.45029008
152,-46.56348825
152.1,-46.67435288
152.2,-46.78688049
152.3,-46.89897001
152.4,-47.00893164
152.5,-47.11745381
152.6,-47.22798765
152.7,-47.33642042
152.8,-47.44636416
152.9,-47.55583405
153,-47.66269326
153.1,-47.76911438
153.2,-47.87580371
153.3,-47.98338711
153.4,-48.08981717
153.5,-48.19590747
153.6,-48.29986989
153.7,-48.40454757
153.8,-48.50858152
153.9,-48.61359894
154,-48.71689975
154.1,-48.81717861
154.2,-48.91828001
154.3,-49.02102649
154.4,-49.12329912
154.5,-49.22271073
154.6,-49.32313263
154.7,-49.42243695
154.8,-49.5226711
154.9,-49.62072372
155,-49.71941113
155.1,-49.81707036
155.2,-49.91430938
155.3,-50.01146793
155.4,-50.10767877
155.5,-50.2029866
155.6,-50.29702485
155.7,-50.39070547
155.8,-50.48542321
155.9,-50.58001578
156,-50.67399144
156.1,-50.76486468
156.2,-50.85717738
156.3,-50.94922185
156.4,-51.04271472
156.5,-51.13321245
156.6,-51.22253001
156.7,-51.31040812
156.8,-51.40124559
156.9,-51.48970485
157,-51.57829821
157.1,-51.66733861
157.2,-51.75387561
157.3,-51.8401444
157.4,-51.92675292
157.5,-52.01018751
157.6,-52.09633112
157.7,-52.18040049
157.8,-52.26375461
157.9,-52.34929025
158,-52.43331492
158.1,-52.51550674
158.2,-52.59755552
158.3,-52.67874599
158.4,-52.76000798
158.5,-52.8403312
158.6,-52.92045772
158.7,-53.00161242
158.8,-53.07850242
158.9,-53.15619707
159,-53.23414207
159.1,-53.31399143
159.2,-53.39151621
159.3,-53.46693099
159.4,-53.54225636
159.5,-53.61820757
159.6,-53.69398892
159.7,-53.77019048
159.8,-53.84083092
159.9,-53.9137423
160,-53.9863497
160.1,-54.05929685
160.2,-54.13337946
160.3,-54.20485139
160.4,-54.27431166
160.5,-54.34446931
160.6,-54.41451967
160.7,-54.48443592
160.8,-54.55331504
160.9,-54.61938679
161,-54.68574464
161.1,-54.75258529
161.2,-54.82061505
161.3,-54.88836765
161.4,-54.95355427
161.5,-55.01715839
161.6,-55.08215725
161.7,-55.14751375
161.8,-55.21158278
161.9,-55.27326465
162,-55.33473194
162.1,-55.397138
162.2,-55.45763969
162.3,-55.51900864
162.4,-55.58137894
162.5,-55.6399852
162.6,-55.69737554
162.7,-55.75669706
162.8,-55.81684113
162.9,-55.87637722
163,-55.93214929
163.1,-55.98702729
163.2,-56.04414046
163.3,-56.1005652
163.4,-56.15674853
163.5,-56.20932877
163.6,-56.26319647
163.7,-56.31713569
163.8,-56.36866987
163.9,-56.42147362
164,-56.47363365
164.1,-56.52325451
164.2,-56.5746367
164.3,-56.62666261
164.4,-56.67681098
164.5,-56.72692358
164.6,-56.77503347
164.7,-56.82322383
164.8,-56.87254965
164.9,-56.92065954
165,-56.96624815
165.1,-57.01136291
165.2,-57.05653131
165.3,-57.1021378
165.4,-57.14671612
165.5,-57.18997121
165.6,-57.23309219
165.7,-57.27471113
165.8,-57.31723309
165.9,-57.35954046
166,-57.4017942
166.1,-57.44227767
166.2,-57.48209059
166.3,-57.52004385
166.4,-57.56012499
166.5,-57.59954453
166.6,-57.63807893
166.7,-57.6746285
166.8,-57.71098137
166.9,-57.74686933
167,-57.78519809
167.1,-57.82155991
167.2,-57.85591006
167.3,-57.88919628
167.4,-57.92522728
167.5,-57.95987248
167.6,-57.99124539
167.7,-58.02191198
167.8,-58.05161297
167.9,-58.08346868
168,-58.11440349
168.1,-58.1459105
168.2,-58.17501247
168.3,-58.202371
168.4,-58.23072195
168.5,-58.25966299
168.6,-58.28765631
168.7,-58.31592679
168.8,-58.3409965
168.9,-58.36609304
169,-58.39152038
169.1,-58.41625929
169.2,-58.44165981
169.3,-58.46427083
169.4,-58.48666728
169.5,-58.51059258
169.6,-58.53324831
169.7,-58.55556428
169.8,-58.57719183
169.9,-58.59492123
170,-58.61601233
170.1,-58.63576233
170.2,-58.65544081
170.3,-58.67325068
170.4,-58.69092643
170.5,-58.70752037
170.6,-58.72570574
170.7,-58.7424159
170.8,-58.75705183
170.9,-58.77242088
171,-58.78584087
171.1,-58.80039632
171.2,-58.81670415
171.3,-58.8288188
171.4,-58.84010196
171.5,-58.85157287
171.6,-58.86377692
171.7,-58.87448788
171.8,-58.88419747
171.9,-58.89530182
172,-58.90224874
172.1,-58.91233385
172.2,-58.92191827
172.3,-58.93055499
172.4,-58.93831551
172.5,-58.94341171
172.6,-58.95110071
172.7,-58.95625055
172.8,-58.96077454
172.9,-58.96312594
173,-58.9681685
173.1,-58.97173584
173.2,-58.97438228
173.3,-58.97839665
173.4,-58.98093581
173.5,-58.98292065
173.6,-58.98155272
173.7,-58.98334086
173.8,-58.9825809
173.9,-58.98329616
174,-58.9799881
174.1,-58.97661746
174.2,-58.9771986
174.3,-58.97382796
174.4,-58.97155702
174.5,-58.9659065
174.6,-58.96095335
174.7,-58.95642042
174.8,-58.95181596
174.9,-58.94762278
175,-58.94167721
175.1,-58.93370211
175.2,-58.92580748
175.3,-58.91748369
175.4,-58.91026855
175.5,-58.90310705
175.6,-58.89134109
175.7,-58.87961984
175.8,-58.86910558
175.9,-58.85969996
176,-58.84945393
176.1,-58.83537233
176.2,-58.82219374
176.3,-58.80789757
176.4,-58.79487991
176.5,-58.78147781
176.6,-58.76547396
176.7,-58.74892473
176.8,-58.73360038
176.9,-58.71830285
177,-58.70085955
177.1,-58.68410468
177.2,-58.66578519
177.3,-58.64692926
177.4,-58.62795711
177.5,-58.60848427
177.6,-58.58941376
177.7,-58.56815279
177.8,-58.54475498
177.9,-58.52431655
178,-58.50329697
178.1,-58.48043561
178.2,-58.45615268
178.3,-58.43096673
178.4,-58.40848982
178.5,-58.38540494
178.6,-58.36026371
178.7,-58.33420157
178.8,-58.30810368
178.9,-58.28199685
179,-58.25694501
179.1,-58.22719038
179.2,-58.1982404
179.3,-58.16747546
179.4,-58.13884735
179.5,-58.10923576
179.6,-58.07947218
179.7,-58.04922581
179.8,-58.01595747
179.9,-57.98318982
180,-57.95133412
180.1,-57.91886151
180.2,-57.88699687
180.3,-57.85212815
180.4,-57.81677663
180.5,-57.78290033
180.6,-57.74721801
180.7,-57.71267116
180.8,-57.67422616
180.9,-57.63689876
181,-57.599473
181.1,-57.56295025
181.2,-57.52506852
181.3,-57.48545229
181.4,-57.44601488
181.5,-57.4049592
181.6,-57.36593306
181.7,-57.32682645
181.8,-57.28470683
181.9,-57.24022686
182,-57.19902813
182.1,-57.15634525
182.2,-57.114923
182.3,-57.06983507
182.4,-57.02573955
182.5,-56.97992742
182.6,-56.93252385
182.7,-56.88688159
182.8,-56.84265196
182.9,-56.79478347
183,-56.74849749
183.1,-56.6991806
183.2,-56.65148199
183.3,-56.60330057
183.4,-56.55186474
183.5,-56.50214553
183.6,-56.45078123
183.7,-56.40001595
183.8,-56.34985864
183.9,-56.29650056
184,-56.24450147
184.1,-56.19078577
184.2,-56.13771379
184.3,-56.08405173
184.4,-56.02941513
184.5,-55.97449243
184.6,-55.91733456
184.7,-55.86287677
184.8,-55.8072567
184.9,-55.75166345
185,-55.69396913
185.1,-55.63598871
185.2,-55.5768013
185.3,-55.51990271
185.4,-55.46000898
185.5,-55.39913177
185.6,-55.33820093
185.7,-55.27718067
185.8,-55.2162677
185.9,-55.15584648
186,-55.09493351
186.1,-55.03217876
186.2,-54.9677074
186.3,-54.90464866
186.4,-54.84194756
186.5,-54.77735102
186.6,-54.71277237
186.7,-54.64507341
186.8,-54.57902849
186.9,-54.51360941
187,-54.44699228
187.1,-54.37940061
187.2,-54.31120098
187.3,-54.24283147
187.4,-54.17371988
187.5,-54.1053772
187.6,-54.03699875
187.7,-53.96630466
187.8,-53.89509201
187.9,-53.82353067
188,-53.75390053
188.1,-53.68071198
188.2,-53.60835493
188.3,-53.53232324
188.4,-53.4599483
188.5,-53.38616967
188.6,-53.31305265
188.7,-53.23782563
188.8,-53.16267908
188.9,-53.08735371
189,-53.01066935
189.1,-52.93456614
189.2,-52.85800695
189.3,-52.77902484
189.4,-52.70053446
189.5,-52.62337625
189.6,-52.54300833
189.7,-52.46291757
189.8,-52.38490999
189.9,-52.30462253
190,-52.22393274
190.1,-52.14360952
190.2,-52.06089914
190.3,-51.97772384
190.4,-51.89735591
190.5,-51.8127948
190.6,-51.72901154
190.7,-51.64459348
190.8,-51.56053305
190.9,-51.47615969
191,-51.38909519
191.1,-51.30542815
191.2,-51.22125149
191.3,-51.13259554
191.4,-51.04570985
191.5,-50.96033514
191.6,-50.87382495
191.7,-50.78461468
191.8,-50.69484115
191.9,-50.60498714
192,-50.51470399
192.1,-50.42725503
192.2,-50.33664107
192.3,-50.24569631
192.4,-50.1523912
192.5,-50.05989075
192.6,-49.96801615
192.7,-49.8768568
192.8,-49.78398979
192.9,-49.69164133
193,-49.59784448
193.1,-49.50285852
193.2,-49.40807819
193.3,-49.31360185
193.4,-49.21659529
193.5,-49.1199106
193.6,-49.02489781
193.7,-48.92731905
193.8,-48.83100986
193.9,-48.73212576
194,-48.63210618
194.1,-48.53351712
194.2,-48.43616188
194.3,-48.33612442
194.4,-48.23714197
194.5,-48.13696146
194.6,-48.03632498
194.7,-47.93634117
194.8,-47.83438146
194.9,-47.73129523
195,-47.62887955
195.1,-47.52563238
195.2,-47.4244684
195.3,-47.32228518
195.4,-47.21852839
195.5,-47.11410999
195.6,-47.00908363
195.7,-46.90351188
195.8,-46.80010378
195.9,-46.6950953
196,-46.58745825
196.1,-46.47996426
196.2,-46.37429416
196.3,-46.26746178
196.4,-46.16008401
196.5,-46.05075717
196.6,-45.94136775
196.7,-45.83197832
196.8,-45.72225809
196.9,-45.61296701
197,-45.50135136
197.1,-45.39165795
197.2,-45.28000653
197.3,-45.16656697
197.4,-45.05711496
197.5,-44.94667947
197.6,-44.83326674
197.7,-44.72078383
197.8,-44.6097225
197.9,-44.49681044
198,-44.38211918
198.1,-44.26905513
198.2,-44.1528976
198.3,-44.03805435
198.4,-43.92267466
198.5,-43.80843937
198.6,-43.69120896
198.7,-43.57435405
198.8,-43.45750809
198.9,-43.33995581
199,-43.2236284
199.1,-43.10601354
199.2,-42.98510849
199.3,-42.8681016
199.4,-42.74959266
199.5,-42.63127148
199.6,-42.51052737
199.7,-42.3907131
199.8,-42.26868153
199.9,-42.15092361
200,-42.03002751
200.1,-41.90971255
200.2,-41.78667963
200.3,-41.6641742
200.4,-41.54131114
200.5,-41.41851962
200.6,-41.2966311
200.7,-41.17209613
200.8,-41.04729295
200.9,-40.92251658
201,-40.79764187
201.1,-40.67464471
201.2,-40.54815173
201.3,-40.42232931
201.4,-40.29628336
201.5,-40.17063081
201.6,-40.04539847
201.7,-39.91871774
201.8,-39.79104459
201.9,-39.66242373
202,-39.53586817
202.1,-39.4084543
202.2,-39.28032517
202.3,-39.15184736
202.4,-39.02185857
202.5,-38.89113665
202.6,-38.76188099
202.7,-38.63271475
202.8,-38.50226998
202.9,-38.37113678
203,-38.23928833
203.1,-38.10917437
203.2,-37.97773719
203.3,-37.84672916
203.4,-37.71345913
203.5,-37.58013546
203.6,-37.44797409
203.7,-37.31465936
203.8,-37.18079031
203.9,-37.04755604
204,-36.9127661
204.1,-36.77955866
204.2,-36.6464138
204.3,-36.51243746
204.4,-36.37801409
204.5,-36.24115884
204.6,-36.10467911
204.7,-35.9692812
204.8,-35.83416045
204.9,-35.69716215
205,-35.55867076
205.1,-35.42084098
205.2,-35.28392315
205.3,-35.14758646
205.4,-35.00957787
205.5,-34.86995101
205.6,-34.73085165
205.7,-34.59326327
205.8,-34.45544243
205.9,-34.31312442
206,-34.17375684
206.1,-34.03483629
206.2,-33.89531672
206.3,-33.75611007
206.4,-33.61757398
206.5,-33.47508609
206.6,-33.33301842
206.7,-33.19073617
206.8,-33.05204809
206.9,-32.91094601
207,-32.76869953
207.1,-32.6249063
207.2,-32.48082697
207.3,-32.33833909
207.4,-32.19810426
207.5,-32.05355108
207.6,-31.90943599
207.7,-31.76431954
207.8,-31.62099123
207.9,-31.47674203
208,-31.33194745
208.1,-31.18785918
208.2,-31.04018569
208.3,-30.8961153
208.4,-30.75099885
208.5,-30.60538173
208.6,-30.45997024
208.7,-30.31184971
208.8,-30.16579449
208.9,-30.02070487
209,-29.87352312
209.1,-29.72609103
209.2,-29.57881987
209.3,-29.43263948
209.4,-29.28507328
209.5,-29.13876772
209.6,-28.98969948
209.7,-28.84035408
209.8,-28.6907047
209.9,-28.54278088
210,-28.39428484
210.1,-28.24361622
210.2,-28.09464633
210.3,-27.94627547
210.4,-27.79541016
210.5,-27.64538527
210.6,-27.49544978
210.7,-27.34419107
210.8,-27.19183266
210.9,-27.04261243
211,-26.89299881
211.1,-26.7419368
211.2,-26.58888996
211.3,-26.43754184
211.4,-26.28646195
211.5,-26.13465786
211.6,-25.98408759
211.7,-25.83199739
211.8,-25.6796658
211.9,-25.52549243
212,-25.37413538
212.1,-25.22292137
212.2,-25.06940067
212.3,-24.91609454
212.4,-24.76097345
212.5,-24.60767627
212.6,-24.45507646
212.7,-24.29929376
212.8,-24.14453924
212.9,-23.9908576
213,-23.83650541
213.1,-23.6831367
213.2,-23.5288918
213.3,-23.37332368
213.4,-23.21842611
213.5,-23.06352854
213.6,-22.90844321
213.7,-22.75476158
213.8,-22.59797752
213.9,-22.44217694
214,-22.28669822
214.1,-22.13085294
214.2,-21.97460532
214.3,-21.81718647
214.4,-21.66043818
214.5,-21.50396705
214.6,-21.34887278
214.7,-21.19293809
214.8,-21.03610933
214.9,-20.87725997
215,-20.71951032
215.1,-20.56312859
215.2,-20.40570974
215.3,-20.2488631
215.4,-20.09113133
215.5,-19.93230879
215.6,-19.77439821
215.7,-19.61813271
215.8,-19.46104467
215.9,-19.30159628
216,-19.14381981
216.1,-18.98414791
216.2,-18.82641613
216.3,-18.66905987
216.4,-18.50913763
216.5,-18.35157573
216.6,-18.19070578
216.7,-18.03438663
216.8,-17.87665486
216.9,-17.71845818
217,-17.55802631
217.1,-17.39588678
217.2,-17.23771691
217.3,-17.07966328
217.4,-16.92240536
217.5,-16.75996184
217.6,-16.60163999
217.7,-16.44234359
217.8,-16.28217995
217.9,-16.12152457
218,-15.96034169
218.1,-15.79940915
218.2,-15.63998759
218.3,-15.47989547
218.4,-15.31969607
218.5,-15.15873671
218.6,-14.99680281
218.7,-14.83723819
218.8,-14.67925608
218.9,-14.51857388
219,-14.35862482
219.1,-14.19632435
219.2,-14.03603554
219.3,-13.87614012
219.4,-13.71712089
219.5,-13.55487406
219.6,-13.39311004
219.7,-13.2303983
219.8,-13.06917071
219.9,-12.90925741
220,-12.74832487
220.1,-12.58921623
220.2,-12.4281764
220.3,-12.26645708
220.4,-12.10534573
220.5,-11.94534302
220.6,-11.78487539
220.7,-11.62256598
220.8,-11.46150827
220.9,-11.30209565
221,-11.14158332
221.1,-10.98059714
221.2,-10.81624925
221.3,-10.65527201
221.4,-10.4945004
221.5,-10.33224463
221.6,-10.17180383
221.7,-10.01003981
221.8,-9.849724174
221.9,-9.688684344
222,-9.527859092
222.1,-9.365460277
222.2,-9.202972054
222.3,-9.040752053
222.4,-8.881080151
222.5,-8.720263839
222.6,-8.560734987
222.7,-8.398282528
222.8,-8.236044645
222.9,-8.0745399
223,-7.913741469
223.1,-7.753533125
223.2,-7.59139359
223.3,-7.427689433
223.4,-7.265648246
223.5,-7.107102871
223.6,-6.946867704
223.7,-6.785640121
223.8,-6.625378132
223.9,-6.462478638
224,-6.300482154
224.1,-6.141838431
224.2,-5.980333686
224.3,-5.81817627
224.4,-5.656760931
224.5,-5.495068431
224.6,-5.336916447
224.7,-5.176046491
224.8,-5.015480518
224.9,-4.854717851
225,-4.693248868
225.1,-4.532128572
225.2,-4.374906421
225.3,-4.213920236
225.4,-4.053166509
225.5,-3.891509771
225.6,-3.732517362
225.7,-3.571763635
225.8,-3.411456943
225.9,-3.252071142
226,-3.091058135
226.1,-2.933558822
226.2,-2.774575353
226.3,-2.614107728
226.4,-2.453175187
226.5,-2.292913198
226.6,-2.134171128
226.7,-1.975786686
226.8,-1.814988256
226.9,-1.656362414
227,-1.496136189
227.1,-1.336956024
227.2,-1.177695394
227.3,-1.020607352
227.4,-0.861105323
227.5,-0.700888038
227.6,-0.541609526
227.7,-0.384789705
227.8,-0.226995349
227.9,-0.067698956
228,0.091391802
228.1,0.249025226
228.2,0.406381488
228.3,0.563943386
228.4,0.72171092
228.5,0.881418586
228.6,1.036074758
228.7,1.19394958
228.8,1.350858808
228.9,1.508143544
229,1.665741205
229.1,1.823285222
229.2,1.979219913
229.3,2.135547996
229.4,2.292609215
229.5,2.449947596
229.6,2.607634664
229.7,2.76452601
229.8,2.920031548
229.9,3.075510263
230,3.23163271
230.1,3.387531638
230.2,3.543135524
230.3,3.698122501
230.4,3.854486346
230.5,4.008311033
230.6,4.164934158
230.7,4.317471385
230.8,4.473441839
230.9,4.627400637
231,4.781359434
231.1,4.936060309
231.2,5.092540383
231.3,5.247858167
231.4,5.399179459
231.5,5.552646518
231.6,5.706989765
231.7,5.86052835
231.8,6.014245749
231.9,6.166103482
232,6.318327785
232.1,6.470999122
232.2,6.623250246
232.3,6.776824594
232.4,6.929326057
232.5,7.079395652
232.6,7.232031226
232.7,7.383853197
232.8,7.537651062
232.9,7.686710358
233,7.838630676
233.1,7.987600565
233.2,8.139127493
233.3,8.290153742
233.4,8.440312743
233.5,8.590292931
233.6,8.739173412
233.7,8.88928771
233.8,9.041047096
233.9,9.19187665
234,9.339907765
234.1,9.487885237
234.2,9.635835886
234.3,9.78461802
234.4,9.933641553
234.5,10.08199453
234.6,10.2273345
234.7,10.37695706
234.8,10.52449644
234.9,10.67302823
235,10.82063913
235.1,10.96619368
235.2,11.11283004
235.3,11.26125455
235.4,11.40659451
235.5,11.55368686
235.6,11.69704199
235.7,11.84153259
235.8,11.98917031
235.9,12.13434935
236,12.27990389
236.1,12.42477
236.2,12.56929636
236.3,12.71159649
236.4,12.85678446
236.5,13.00260723
236.6,13.14771473
236.7,13.28930855
236.8,13.43210936
236.9,13.57450783
237,13.71877491
237.1,13.86002898
237.2,14.0037775
237.3,14.14479911
237.4,14.28636611
237.5,14.42863047
237.6,14.56947327
237.7,14.70889449
237.8,14.84862864
237.9,14.98959661
238,15.12920558
238.1,15.26973546
238.2,15.40874541
238.3,15.54762125
238.4,15.68622887
238.5,15.82766175
238.6,15.96636772
238.7,16.1046803
238.8,16.24208987
238.9,16.37975872
239,16.51908159
239.1,16.65697396
239.2,16.79170132
239.3,16.92753732
239.4,17.06287265
239.5,17.19940603
239.6,17.33571589
239.7,17.47108698
239.8,17.60627925
239.9,17.73939729
240,17.87634194
240.1,18.01184714
240.2,18.14441085
240.3,18.27883422
240.4,18.41309667
240.5,18.54474843
240.6,18.67779493
240.7,18.81108284
240.8,18.94437075
240.9,19.07483339
241,19.20762062
241.1,19.33967471
241.2,19.47239041
241.3,19.60301399
241.4,19.73222494
241.5,19.86191869
241.6,19.99368668
241.7,20.12358606
241.8,20.25310993
241.9,20.3817755
242,20.50926983
242.1,20.64014375
242.2,20.76823711
242.3,20.8960712
242.4,21.02289498
242.5,21.14745677
242.6,21.27775848
242.7,21.40645981
242.8,21.53246999
242.9,21.65875733
243,21.78385556
243.1,21.90760374
243.2,22.03430235
243.3,22.15672731
243.4,22.28178084
243.5,22.40557373
243.6,22.52970636
243.7,22.65357971
243.8,22.77731001
243.9,22.89863527
244,23.0211854
244.1,23.14269841
244.2,23.26617837
244.3,23.38834405
244.4,23.50963354
244.5,23.6291796
244.6,23.74927104
244.7,23.8714546
244.8,23.9905715
244.9,24.11153018
245,24.22804534
245.1,24.34604466
245.2,24.46461618
245.3,24.58348274
245.4,24.7010082
245.5,24.81928468
245.6,24.93493259
245.7,25.05193949
245.8,25.16990304
245.9,25.28627515
246,25.40255785
246.1,25.51681101
246.2,25.62992871
246.3,25.74569285
246.4,25.85959733
246.5,25.97278655
246.6,26.08722746
246.7,26.19895041
246.8,26.31241679
246.9,26.42506063
247,26.53789222
247.1,26.65031254
247.2,26.75960362
247.3,26.87163949
247.4,26.98310316
247.5,27.09317207
247.6,27.20322311
247.7,27.31203139
247.8,27.4199903
247.9,27.53030956
248,27.63803601
248.1,27.74653137
248.2,27.85162032
248.3,27.95924842
248.4,28.06639373
248.5,28.17312777
248.6,28.28041613
248.7,28.3845216
248.8,28.4892261
248.9,28.5962373
249,28.69990468
249.1,28.80262434
249.2,28.90744507
249.3,29.009673
249.4,29.11374271
249.5,29.21742797
249.6,29.31973636
249.7,29.42132056
249.8,29.522717
249.9,29.62344289
250,29.72605526
250.1,29.82733548
250.2,29.9271673
250.3,30.02465665
250.4,30.12397885
250.5,30.22232652
250.6,30.32167554
250.7,30.41946888
250.8,30.51678836
250.9,30.61207831
251,30.71014881
251.1,30.80571592
251.2,30.90232015
251.3,30.99610806
251.4,31.0928911
251.5,31.18725121
251.6,31.28387332
251.7,31.3780725
251.8,31.4704299
251.9,31.56343997
252,31.65433109
252.1,31.74983561
252.2,31.84398115
252.3,31.93444312
252.4,32.02255368
252.5,32.11529553
252.6,32.20468462
252.7,32.29346573
252.8,32.38399029
252.9,32.47288764
253,32.56076574
253.1,32.64853656
253.2,32.73829222
253.3,32.82668889
253.4,32.91315436
253.5,32.99953043
253.6,33.08693469
253.7,33.17462504
253.8,33.25840831
253.9,33.34242404
254,33.42610002
254.1,33.51040184
254.2,33.59390795
254.3,33.67679715
254.4,33.75966847
254.5,33.84162784
254.6,33.92407894
254.7,34.00602937
254.8,34.08823907
254.9,34.16820467
255,34.24691856
255.1,34.32701826
255.2,34.4076544
255.3,34.48635042
255.4,34.56679881
255.5,34.64447558
255.6,34.72001553
255.7,34.79551077
255.8,34.87335742
255.9,34.95125771
256,35.02666354
256.1,35.10067463
256.2,35.17722487
256.3,35.2526933
256.4,35.32627523
256.5,35.40077806
256.6,35.47386825
256.7,35.54562628
256.8,35.6205225
256.9,35.69247723
257,35.7621789
257.1,35.83191633
257.2,35.90269089
257.3,35.97346544
257.4,36.04401648
257.5,36.11674905
257.6,36.1828655
257.7,36.25107408
257.8,36.31868362
257.9,36.38580143
258,36.45291924
258.1,36.5201354
258.2,36.58624291
258.3,36.65286899
258.4,36.71802878
258.5,36.78406477
258.6,36.84834838
258.7,36.91169322
258.8,36.97439432
258.9,37.03663051
259,37.10100353
259.1,37.16409802
259.2,37.22475171
259.3,37.2857362
259.4,37.34641671
259.5,37.40730286
259.6,37.46918142
259.7,37.52904832
259.8,37.58659065
259.9,37.64639497
260,37.70599365
260.1,37.76120245
260.2,37.81903982
260.3,37.87560761
260.4,37.92950213
260.5,37.98711598
260.6,38.04306686
260.7,38.09862435
260.8,38.15350235
260.9,38.2057786
261,38.26213181
261.1,38.31488192
261.2,38.36824894
261.3,38.41934502
261.4,38.47198784
261.5,38.52289617
261.6,38.5748148
261.7,38.62586617
261.8,38.67614865
261.9,38.72580528
262,38.77381682
262.1,38.82219493
262.2,38.87182474
262.3,38.91637623
262.4,38.96230459
262.5,39.00965452
262.6,39.05810416
262.7,39.10341561
262.8,39.14962113
262.9,39.19375241
263,39.23865259
263.1,39.2821759
263.2,39.32800591
263.3,39.3696785
263.4,39.41097558
263.5,39.45310414
263.6,39.49593902
263.7,39.53851461
263.8,39.57915902
263.9,39.61809576
264,39.65801597
264.1,39.69720304
264.2,39.73800838
264.3,39.77692723
264.4,39.81505036
264.5,39.85075057
264.6,39.88753259
264.7,39.92650509
264.8,39.96352851
264.9,39.99753892
265,40.03165662
265.1,40.06639123
265.2,40.10211825
265.3,40.13660252
265.4,40.16945064
265.5,40.20122588
265.6,40.23343027
265.7,40.26747644
265.8,40.29994011
265.9,40.32981992
266,40.36018252
266.1,40.38894475
266.2,40.41789472
266.3,40.44909775
266.4,40.47776163
266.5,40.50604105
266.6,40.53388238
266.7,40.56247473
266.8,40.58739245
266.9,40.61253369
267,40.63780904
267.1,40.66234231
267.2,40.68890512
267.3,40.71497619
267.4,40.73950946
267.5,40.76245129
267.6,40.78489244
267.7,40.80827236
267.8,40.83075821
267.9,40.85351229
268,40.87422788
268.1,40.89446962
268.2,40.91402292
268.3,40.93332589
268.4,40.95337987
268.5,40.97169936
268.6,40.98767638
268.7,41.00576341
268.8,41.02351964
268.9,41.04190171
269,41.05845988
269.1,41.07589424
269.2,41.09137952
269.3,41.10710621
269.4,41.1234051
269.5,41.13747776
269.6,41.14986956
269.7,41.16364717
269.8,41.17457271
269.9,41.18736684
270,41.20021462
270.1,41.21094346
270.2,41.22169018
270.3,41.23256207
270.4,41.24346972
270.5,41.2542522
270.6,41.26190543
270.7,41.27131104
270.8,41.27862453
270.9,41.28730595
271,41.2943244
271.1,41.29951894
271.2,41.30688608
271.3,41.31193757
271.4,41.31667614
271.5,41.32264853
